source_path,filename,category,split
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712917741230.jpg,1712917741230.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722851986432.jpg,1722851986432.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717766833177.jpg,1717766833177.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1714037920776.jpg,1714037920776.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1726041621219.jpg,1726041621219.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716900906202.jpg,1716900906202.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712914025523.jpg,1712914025523.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711961645375.jpg,1711961645375.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721107664620.jpg,1721107664620.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723101608962.jpg,1723101608962.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713000090448.jpg,1713000090448.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_3522.jpg,Image_3522.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713185681460.jpg,1713185681460.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712927292173.jpg,1712927292173.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725358324155.jpg,1725358324155.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719232689384.jpg,1719232689384.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712742733579.jpg,1712742733579.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713452104115.jpg,1713452104115.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721735887660.jpg,1721735887660.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720093317733.jpg,1720093317733.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721201828836.jpg,1721201828836.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718709192772.jpg,1718709192772.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719300050435.jpg,1719300050435.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721050931264.jpg,1721050931264.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722071351473.jpg,1722071351473.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718198906767.jpg,1718198906767.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_5439.jpg,Image_5439.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712654228783.jpg,1712654228783.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1715681083237.jpg,1715681083237.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713001691370.jpg,1713001691370.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719491474504.jpg,1719491474504.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718352177173.jpg,1718352177173.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712746225225.jpg,1712746225225.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721392594370.jpg,1721392594370.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718098914206.jpg,1718098914206.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721899711335.jpg,1721899711335.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712654229674.jpg,1712654229674.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718106893693.jpg,1718106893693.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717756722819.jpg,1717756722819.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719402074997.jpg,1719402074997.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718281028094.jpg,1718281028094.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712139571401.jpg,1712139571401.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712052247289.jpg,1712052247289.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723023200304.jpg,1723023200304.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712919772254.jpg,1712919772254.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722597557729.jpg,1722597557729.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712142298773.jpg,1712142298773.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722944714513.jpg,1722944714513.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723029220790.jpg,1723029220790.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_73.jpg,Image_73.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712569057674.jpg,1712569057674.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722935110798.jpg,1722935110798.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719218169936.jpg,1719218169936.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712742186708.jpg,1712742186708.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725280791529.jpg,1725280791529.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717081536101.jpg,1717081536101.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722953480525.jpg,1722953480525.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723898189542.jpg,1723898189542.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718280966573.jpg,1718280966573.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716901754214.jpg,1716901754214.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1359).JPEG,HEALTHY_12456 (1359).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723802515973.jpg,1723802515973.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721221123870.jpg,1721221123870.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1981).JPEG,HEALTHY_12456 (1981).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1715693704950.jpg,1715693704950.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1724160846212.jpg,1724160846212.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716469479282.jpg,1716469479282.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719581603981.jpg,1719581603981.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722861463765.jpg,1722861463765.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712066981996.jpg,1712066981996.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712394535431.jpg,1712394535431.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719921437653.jpg,1719921437653.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723882048135.jpg,1723882048135.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712575340923.jpg,1712575340923.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716549128377.jpg,1716549128377.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712827476964.jpg,1712827476964.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725031313068.jpg,1725031313068.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721732487764.jpg,1721732487764.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1724064151935.jpg,1724064151935.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712999603900.jpg,1712999603900.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712823861282.jpg,1712823861282.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722344382851.jpg,1722344382851.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718362502793.jpg,1718362502793.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711618577936.jpg,1711618577936.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713183723555.jpg,1713183723555.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723206194214.jpg,1723206194214.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (2542).JPEG,HEALTHY_12456 (2542).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721138833545.jpg,1721138833545.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720006342679.jpg,1720006342679.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711632798763.jpg,1711632798763.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712573181155.jpg,1712573181155.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720083408058.jpg,1720083408058.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718705366469.jpg,1718705366469.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716972216156.jpg,1716972216156.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716816684900.jpg,1716816684900.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722075051962.jpg,1722075051962.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_1219.jpg,Image_1219.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719570685286.jpg,1719570685286.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723106135656.jpg,1723106135656.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712569117523.jpg,1712569117523.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_960.jpg,Image_960.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721729425726.jpg,1721729425726.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711632621137.jpg,1711632621137.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722945201637.jpg,1722945201637.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718024028633.jpg,1718024028633.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713449661861.jpg,1713449661861.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713442270291.jpg,1713442270291.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721302295633.jpg,1721302295633.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711966183442.jpg,1711966183442.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713454312388.jpg,1713454312388.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718793694699.jpg,1718793694699.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712928841497.jpg,1712928841497.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725440175492.jpg,1725440175492.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721387433038.jpg,1721387433038.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719060958878.jpg,1719060958878.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712065930813.jpg,1712065930813.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717153315811.jpg,1717153315811.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712831284905.jpg,1712831284905.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712923489668.jpg,1712923489668.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716214036122.jpg,1716214036122.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1714997520960.jpg,1714997520960.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717496505506.jpg,1717496505506.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712394545631.jpg,1712394545631.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713001341017.jpg,1713001341017.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719393630514.jpg,1719393630514.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712830864285.jpg,1712830864285.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712918536726.jpg,1712918536726.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719392693558.jpg,1719392693558.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721479601837.jpg,1721479601837.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717846897287.jpg,1717846897287.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722932825939.jpg,1722932825939.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719395015627.jpg,1719395015627.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718200124858.jpg,1718200124858.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723902629374.jpg,1723902629374.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712743320687.jpg,1712743320687.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722862302445.jpg,1722862302445.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (287).JPEG,HEALTHY_12456 (287).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712738336824.jpg,1712738336824.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712839039049.jpg,1712839039049.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712414143576.jpg,1712414143576.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712145066376.jpg,1712145066376.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717495147110.jpg,1717495147110.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712573102215.jpg,1712573102215.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717766441619.jpg,1717766441619.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1715155318150.jpg,1715155318150.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718175222041.jpg,1718175222041.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718696962117.jpg,1718696962117.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721135350928.jpg,1721135350928.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (396).JPEG,HEALTHY_12456 (396).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723018147061.jpg,1723018147061.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712742796070.jpg,1712742796070.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720000731975.jpg,1720000731975.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721392608089.jpg,1721392608089.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712740044875.jpg,1712740044875.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712404597192.jpg,1712404597192.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711618406605.jpg,1711618406605.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716215145308.jpg,1716215145308.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_1074.jpg,Image_1074.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720688294783.jpg,1720688294783.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1714997199631.jpg,1714997199631.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718194389358.jpg,1718194389358.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716974032404.jpg,1716974032404.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1713176208845.jpg,1713176208845.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717407142787.jpg,1717407142787.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725030735605.jpg,1725030735605.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722854989336.jpg,1722854989336.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718108945463.jpg,1718108945463.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712571402697.jpg,1712571402697.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721474314776.jpg,1721474314776.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716292419826.jpg,1716292419826.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_3836.jpg,Image_3836.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1711629585899.jpg,1711629585899.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719239005256.jpg,1719239005256.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712061936043.jpg,1712061936043.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722243341672.jpg,1722243341672.jpg,HEALTHY,train
